date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:31:51	3937/3937	---M--	200	added ('OK')	image/png	date:Fri,%2019%20Jul%202024%2008:31:50%20GMT	https://htmldemo.net/argima/p2/img/logo-2.png	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/p2/img/logo-2.png	(from https://htmldemo.net/argima/index.html)
15:31:51	202575/202575	---MCZ	200	added ('OK')	text/html	etag:W/%2263d9ed85-3174f%22	https://htmldemo.net/argima/argima/index.html	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/argima/index.html	(from https://htmldemo.net/argima/index.html)
15:31:51	102384/102384	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20Jul%202024%2008:31:51%20GMT	https://htmldemo.net/argima/p2/img/slider-landing.jpg	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/p2/img/slider-landing.jpg	(from https://htmldemo.net/argima/index.html)
15:31:52	189229/189229	---MCZ	200	added ('OK')	text/html	etag:W/%2263d9ed84-2e32d%22	https://htmldemo.net/argima/argima/index-two.html	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/argima/index-two.html	(from https://htmldemo.net/argima/index.html)
15:31:52	21665/21665	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20Jul%202024%2008:31:51%20GMT	https://htmldemo.net/argima/p2/img/demo/page-index1.jpg	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/p2/img/demo/page-index1.jpg	(from https://htmldemo.net/argima/index.html)
15:31:52	23198/23198	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20Jul%202024%2008:31:52%20GMT	https://htmldemo.net/argima/p2/img/demo/page-index2.jpg	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/p2/img/demo/page-index2.jpg	(from https://htmldemo.net/argima/index.html)
15:31:53	190371/190371	---MCZ	200	added ('OK')	text/html	etag:W/%2263d9ed82-2e7a3%22	https://htmldemo.net/argima/argima/index-three.html	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/argima/index-three.html	(from https://htmldemo.net/argima/index.html)
15:31:53	33724/33724	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20Jul%202024%2008:31:52%20GMT	https://htmldemo.net/argima/p2/img/demo/page-index3.jpg	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/p2/img/demo/page-index3.jpg	(from https://htmldemo.net/argima/index.html)
15:31:53	192434/192434	---MCZ	200	added ('OK')	text/html	etag:W/%2263d9ed80-2efb2%22	https://htmldemo.net/argima/argima/index-four.html	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/argima/index-four.html	(from https://htmldemo.net/argima/index.html)
15:31:53	27606/27606	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20Jul%202024%2008:31:53%20GMT	https://htmldemo.net/argima/p2/img/demo/page-index4.jpg	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/p2/img/demo/page-index4.jpg	(from https://htmldemo.net/argima/index.html)
15:31:53	63742/63742	---MCZ	200	added ('OK')	text/html	etag:W/%2263d9ed97-f8fe%22	https://htmldemo.net/argima/argima/shop-three-columns.html	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/argima/shop-three-columns.html	(from https://htmldemo.net/argima/index.html)
15:31:54	15685/15685	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20Jul%202024%2008:31:53%20GMT	https://htmldemo.net/argima/p2/img/demo/shop-3-grid.jpg	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/p2/img/demo/shop-3-grid.jpg	(from https://htmldemo.net/argima/index.html)
15:31:54	63777/63777	---MCZ	200	added ('OK')	text/html	etag:W/%2263d9ed8b-f921%22	https://htmldemo.net/argima/argima/shop-four-columns.html	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/argima/shop-four-columns.html	(from https://htmldemo.net/argima/index.html)
15:31:54	17544/17544	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20Jul%202024%2008:31:54%20GMT	https://htmldemo.net/argima/p2/img/demo/shop-4-grid.jpg	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/p2/img/demo/shop-4-grid.jpg	(from https://htmldemo.net/argima/index.html)
15:31:54	129025/129025	---MCZ	200	added ('OK')	text/html	etag:W/%2263d9ed8d-1f801%22	https://htmldemo.net/argima/argima/shop-left-sidebar.html	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/argima/shop-left-sidebar.html	(from https://htmldemo.net/argima/index.html)
15:31:54	16997/16997	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20Jul%202024%2008:31:54%20GMT	https://htmldemo.net/argima/p2/img/demo/shop-left-sidebar.jpg	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/p2/img/demo/shop-left-sidebar.jpg	(from https://htmldemo.net/argima/index.html)
15:31:55	129006/129006	---MCZ	200	added ('OK')	text/html	etag:W/%2263d9ed94-1f7ee%22	https://htmldemo.net/argima/argima/shop-right-sidebar.html	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/argima/shop-right-sidebar.html	(from https://htmldemo.net/argima/index.html)
15:31:55	17003/17003	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20Jul%202024%2008:31:54%20GMT	https://htmldemo.net/argima/p2/img/demo/shop-right-sidebar.jpg	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/p2/img/demo/shop-right-sidebar.jpg	(from https://htmldemo.net/argima/index.html)
15:31:55	75133/75133	---MCZ	200	added ('OK')	text/html	etag:W/%2263d9ed92-1257d%22	https://htmldemo.net/argima/argima/shop-list.html	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/argima/shop-list.html	(from https://htmldemo.net/argima/index.html)
15:31:55	16301/16301	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20Jul%202024%2008:31:55%20GMT	https://htmldemo.net/argima/p2/img/demo/shop-list.jpg	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/p2/img/demo/shop-list.jpg	(from https://htmldemo.net/argima/index.html)
15:31:56	129026/129026	---MCZ	200	added ('OK')	text/html	etag:W/%2263d9ed8e-1f802%22	https://htmldemo.net/argima/argima/shop-list-left-sidebar.html	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/argima/shop-list-left-sidebar.html	(from https://htmldemo.net/argima/index.html)
15:31:56	14157/14157	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20Jul%202024%2008:31:55%20GMT	https://htmldemo.net/argima/p2/img/demo/shop-list-left-sidebar.jpg	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/p2/img/demo/shop-list-left-sidebar.jpg	(from https://htmldemo.net/argima/index.html)
15:31:56	129004/129004	---MCZ	200	added ('OK')	text/html	etag:W/%2263d9ed8f-1f7ec%22	https://htmldemo.net/argima/argima/shop-list-right-sidebar.html	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/argima/shop-list-right-sidebar.html	(from https://htmldemo.net/argima/index.html)
15:31:56	14781/14781	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20Jul%202024%2008:31:56%20GMT	https://htmldemo.net/argima/p2/img/demo/shop-list-right-sidebar.jpg	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/p2/img/demo/shop-list-right-sidebar.jpg	(from https://htmldemo.net/argima/index.html)
15:31:56	108259/108259	---MCZ	200	added ('OK')	text/html	etag:W/%2263d9eda0-1a6e3%22	https://htmldemo.net/argima/argima/single-product.html	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/argima/single-product.html	(from https://htmldemo.net/argima/index.html)
15:31:57	12812/12812	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20Jul%202024%2008:31:56%20GMT	https://htmldemo.net/argima/p2/img/demo/single-product.jpg	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/p2/img/demo/single-product.jpg	(from https://htmldemo.net/argima/index.html)
15:31:57	110593/110593	---MCZ	200	added ('OK')	text/html	etag:W/%2263d9ed9f-1b001%22	https://htmldemo.net/argima/argima/single-product-variable.html	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/argima/single-product-variable.html	(from https://htmldemo.net/argima/index.html)
15:31:57	13472/13472	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20Jul%202024%2008:31:57%20GMT	https://htmldemo.net/argima/p2/img/demo/single-product-variable.jpg	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/p2/img/demo/single-product-variable.jpg	(from https://htmldemo.net/argima/index.html)
15:31:58	108805/108805	---MCZ	200	added ('OK')	text/html	etag:W/%2263d9ed9c-1a905%22	https://htmldemo.net/argima/argima/single-product-external.html	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/argima/single-product-external.html	(from https://htmldemo.net/argima/index.html)
15:31:58	14199/14199	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20Jul%202024%2008:31:57%20GMT	https://htmldemo.net/argima/p2/img/demo/single-product-external.jpg	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/p2/img/demo/single-product-external.jpg	(from https://htmldemo.net/argima/index.html)
15:31:58	108895/108895	---MCZ	200	added ('OK')	text/html	etag:W/%2263d9ed9d-1a95f%22	https://htmldemo.net/argima/argima/single-product-group.html	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/argima/single-product-group.html	(from https://htmldemo.net/argima/index.html)
15:31:58	13870/13870	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20Jul%202024%2008:31:58%20GMT	https://htmldemo.net/argima/p2/img/demo/single-product-group.jpg	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/p2/img/demo/single-product-group.jpg	(from https://htmldemo.net/argima/index.html)
15:31:59	42235/42235	---MCZ	200	added ('OK')	text/html	etag:W/%2263d9ed73-a4fb%22	https://htmldemo.net/argima/argima/about-us.html	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/argima/about-us.html	(from https://htmldemo.net/argima/index.html)
15:31:59	23078/23078	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20Jul%202024%2008:31:58%20GMT	https://htmldemo.net/argima/p2/img/demo/page-about-us.jpg	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/p2/img/demo/page-about-us.jpg	(from https://htmldemo.net/argima/index.html)
15:31:59	44153/44153	---MCZ	200	added ('OK')	text/html	etag:W/%2263d9ed75-ac79%22	https://htmldemo.net/argima/argima/blog-grid-three-columns.html	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/argima/blog-grid-three-columns.html	(from https://htmldemo.net/argima/index.html)
15:31:59	31948/31948	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20Jul%202024%2008:31:59%20GMT	https://htmldemo.net/argima/p2/img/demo/page-blog-three-columns.jpg	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/p2/img/demo/page-blog-three-columns.jpg	(from https://htmldemo.net/argima/index.html)
15:31:59	43414/43414	---MCZ	200	added ('OK')	text/html	etag:W/%2263d9ed75-a996%22	https://htmldemo.net/argima/argima/blog-grid-four-columns.html	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/argima/blog-grid-four-columns.html	(from https://htmldemo.net/argima/index.html)
15:32:00	26852/26852	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20Jul%202024%2008:31:59%20GMT	https://htmldemo.net/argima/p2/img/demo/page-blog-four-columns.jpg	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/p2/img/demo/page-blog-four-columns.jpg	(from https://htmldemo.net/argima/index.html)
15:32:00	48011/48011	---MCZ	200	added ('OK')	text/html	etag:W/%2263d9ed78-bb8b%22	https://htmldemo.net/argima/argima/blog-left-sidebar.html	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/argima/blog-left-sidebar.html	(from https://htmldemo.net/argima/index.html)
15:32:00	19772/19772	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20Jul%202024%2008:32:00%20GMT	https://htmldemo.net/argima/p2/img/demo/page-blog-left-sidebar.jpg	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/p2/img/demo/page-blog-left-sidebar.jpg	(from https://htmldemo.net/argima/index.html)
15:32:00	47991/47991	---MCZ	200	added ('OK')	text/html	etag:W/%2263d9ed78-bb77%22	https://htmldemo.net/argima/argima/blog-right-sidebar.html	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/argima/blog-right-sidebar.html	(from https://htmldemo.net/argima/index.html)
15:32:01	19815/19815	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20Jul%202024%2008:32:00%20GMT	https://htmldemo.net/argima/p2/img/demo/page-blog-right-sidebar.jpg	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/p2/img/demo/page-blog-right-sidebar.jpg	(from https://htmldemo.net/argima/index.html)
15:32:01	50533/50533	---MCZ	200	added ('OK')	text/html	etag:W/%2263d9ed99-c565%22	https://htmldemo.net/argima/argima/single-blog.html	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/argima/single-blog.html	(from https://htmldemo.net/argima/index.html)
15:32:01	25779/25779	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20Jul%202024%2008:32:01%20GMT	https://htmldemo.net/argima/p2/img/demo/page-blog-single.jpg	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/p2/img/demo/page-blog-single.jpg	(from https://htmldemo.net/argima/index.html)
15:32:01	50511/50511	---MCZ	200	added ('OK')	text/html	etag:W/%2263d9eda1-c54f%22	https://htmldemo.net/argima/argima/single-right-blog.html	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/argima/single-right-blog.html	(from https://htmldemo.net/argima/index.html)
15:32:01	25190/25190	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20Jul%202024%2008:32:01%20GMT	https://htmldemo.net/argima/p2/img/demo/page-blog-single-right-sidebar.jpg	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/p2/img/demo/page-blog-single-right-sidebar.jpg	(from https://htmldemo.net/argima/index.html)
15:32:02	39295/39295	---MCZ	200	added ('OK')	text/html	etag:W/%2263d9ed7f-997f%22	https://htmldemo.net/argima/argima/contact.html	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/argima/contact.html	(from https://htmldemo.net/argima/index.html)
15:32:02	16794/16794	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20Jul%202024%2008:32:01%20GMT	https://htmldemo.net/argima/p2/img/demo/page-contact-us.jpg	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/p2/img/demo/page-contact-us.jpg	(from https://htmldemo.net/argima/index.html)
15:32:02	86713/86713	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263d9ef3b-152b9%22	https://htmldemo.net/argima/p2/js/vendor/jquery-3.1.1.min.js	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/p2/js/vendor/jquery-3.1.1.min.js	(from https://htmldemo.net/argima/index.html)
15:32:02	37051/37051	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263d9ef15-90bb%22	https://htmldemo.net/argima/p2/js/bootstrap.min.js	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/p2/js/bootstrap.min.js	(from https://htmldemo.net/argima/index.html)
15:32:03	128014/128014	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263d9ef18-1f40e%22	https://htmldemo.net/argima/p2/js/plugins.js	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/p2/js/plugins.js	(from https://htmldemo.net/argima/index.html)
15:32:03	1249/1249	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263d9ef13-4e1%22	https://htmldemo.net/argima/p2/js/ajax-mail.js	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/p2/js/ajax-mail.js	(from https://htmldemo.net/argima/index.html)
15:32:03	878/878	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263d9ef15-36e%22	https://htmldemo.net/argima/p2/js/main.js	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/p2/js/main.js	(from https://htmldemo.net/argima/index.html)
15:32:04	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2263d9ef01-2876e%22	https://htmldemo.net/argima/p2/fonts/fontawesome-webfont.eot?v=4.7.0	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/p2/fonts/fontawesome-webfont3e6e.eot	(from https://htmldemo.net/argima/p2/css/font.awesome.min.css)
15:32:04	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2263d9ef01-2876e%22	https://htmldemo.net/argima/p2/fonts/fontawesome-webfont.eot?	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/p2/fonts/fontawesome-webfontd41d.eot	(from https://htmldemo.net/argima/p2/css/font.awesome.min.css)
15:32:04	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%2263d9ef07-12d68%22	https://htmldemo.net/argima/p2/fonts/fontawesome-webfont.woff2?v=4.7.0	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/p2/fonts/fontawesome-webfont3e6e.woff2	(from https://htmldemo.net/argima/p2/css/font.awesome.min.css)
15:32:04	98024/98024	---M--	200	added ('OK')	font/woff	etag:%2263d9ef07-17ee8%22	https://htmldemo.net/argima/p2/fonts/fontawesome-webfont.woff?v=4.7.0	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/p2/fonts/fontawesome-webfont3e6e.woff	(from https://htmldemo.net/argima/p2/css/font.awesome.min.css)
15:32:04	165548/165548	---M--	200	added ('OK')	application/octet-stream	etag:%2263d9ef04-286ac%22	https://htmldemo.net/argima/p2/fonts/fontawesome-webfont.ttf?v=4.7.0	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/p2/fonts/fontawesome-webfont3e6e.ttf	(from https://htmldemo.net/argima/p2/css/font.awesome.min.css)
15:32:05	32694/32694	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2263d9eefa-7fb6%22	https://htmldemo.net/argima/p2/fonts/et-line.eot	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/p2/fonts/et-line.eot	(from https://htmldemo.net/argima/p2/css/et-line.css)
15:32:05	447050/447050	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263d9ef03-6d24a%22	https://htmldemo.net/argima/p2/fonts/fontawesome-webfont.svg?v=4.7.0	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/p2/fonts/fontawesome-webfont3e6e.svg	(from https://htmldemo.net/argima/p2/css/font.awesome.min.css)
15:32:05	32694/32694	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2263d9eefa-7fb6%22	https://htmldemo.net/argima/p2/fonts/et-line.eot?	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/p2/fonts/et-lined41d.eot	(from https://htmldemo.net/argima/p2/css/et-line.css)
15:32:05	55220/55220	---M--	200	added ('OK')	font/woff	etag:%2263d9eefe-d7b4%22	https://htmldemo.net/argima/p2/fonts/et-line.woff	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/p2/fonts/et-line.woff	(from https://htmldemo.net/argima/p2/css/et-line.css)
15:32:06	32536/32536	---M--	200	added ('OK')	application/octet-stream	etag:%2263d9eefc-7f18%22	https://htmldemo.net/argima/p2/fonts/et-line.ttf	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/p2/fonts/et-line.ttf	(from https://htmldemo.net/argima/p2/css/et-line.css)
15:32:06	34494/34494	---MCZ	200	added ('OK')	image/x-icon	etag:W/%2263d9edda-86be%22	https://htmldemo.net/argima/argima/assets/img/favicon.ico	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/argima/assets/img/favicon.ico	(from https://htmldemo.net/argima/argima/index.html)
15:32:06	176750/176750	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263d9eefb-2b26e%22	https://htmldemo.net/argima/p2/fonts/et-line.svg	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/p2/fonts/et-line.svg	(from https://htmldemo.net/argima/p2/css/et-line.css)
15:32:07	45229/45229	---MCZ	200	added ('OK')	text/css	etag:W/%2263d9edac-b0ad%22	https://htmldemo.net/argima/argima/assets/css/ionicons.min.css	D:/Hoc_Phan_MongoDB/DoAnMon/Source/Cua_Hang_My_Pham_Online/htmldemo.net/argima/argima/assets/css/ionicons.min.css	(from https://htmldemo.net/argima/argima/index.html)
